Latitude,Longitude,population_density
17.68750027,78.60416563,216.32675
17.68750027,78.61249897,26.395882
17.68750027,78.6208323,617.53534
17.68750027,78.62916563,526.49603
17.68750027,78.63749897,1186.6678
17.68750027,78.6458323,244.0783
17.68750027,78.65416563,133.5647
17.68750027,78.66249897,467.4086
17.68750027,78.6708323,337.72913
17.68750027,78.67916563,629.81433
17.68750027,78.68749897,305.10138
17.68750027,78.6958323,186.2286
17.67916693,78.20416563,31.771193
17.67916693,78.21249897,1045.2396
17.67916693,78.2208323,682.2009
17.67916693,78.22916563,474.08328
17.67916693,78.23749897,270.01398
17.67916693,78.2458323,189.9992
17.67916693,78.25416563,531.0072
17.67916693,78.26249897,397.27872
17.67916693,78.2708323,125.3267
17.67916693,78.27916563,485.1992
17.67916693,78.28749897,451.765
17.67916693,78.2958323,286.26343
17.67916693,78.32916563,90.56604
17.67916693,78.33749897,56.890938
17.67916693,78.3458323,160.22116
17.67916693,78.35416563,11.15347
17.67916693,78.36249897,1196.67
17.67916693,78.3708323,2265.2917
17.67916693,78.37916563,179.12448
17.67916693,78.38749897,78.76153
17.67916693,78.3958323,1.3171854
17.67916693,78.41249897,16.116047
17.67916693,78.4208323,195.96515
17.67916693,78.42916563,1380.5452
17.67916693,78.43749897,781.0924
17.67916693,78.4458323,852.81793
17.67916693,78.45416563,215.80518
17.67916693,78.46249897,628.64014
17.67916693,78.4708323,422.25565
17.67916693,78.47916563,1798.8008
17.67916693,78.48749897,2265.1147
17.67916693,78.4958323,874.92053
17.67916693,78.50416563,1525.7734
17.67916693,78.51249897,139.4399
17.67916693,78.5208323,69.8004
17.67916693,78.52916563,140.89784
17.67916693,78.53749897,38.673584
17.67916693,78.5458323,218.41013
17.67916693,78.55416563,10.386558
17.67916693,78.56249897,519.5208
17.67916693,78.5708323,183.46378
17.67916693,78.57916563,99.689316
17.67916693,78.58749897,356.801
17.67916693,78.5958323,1093.4639
17.67916693,78.60416563,166.36441
17.67916693,78.61249897,43.297318
17.67916693,78.6208323,60.999687
17.67916693,78.62916563,295.561
17.67916693,78.63749897,692.6465
17.67916693,78.6458323,266.6602
17.67916693,78.65416563,213.7393
17.67916693,78.66249897,629.2871
17.67916693,78.6708323,77.89769
17.67916693,78.67916563,212.58865
17.67916693,78.68749897,146.6462
17.67916693,78.6958323,25.148836
17.6708336,78.20416563,223.54715
17.6708336,78.21249897,357.15356
17.6708336,78.2208323,37.850697
17.6708336,78.22916563,558.05426
17.6708336,78.23749897,575.4617
17.6708336,78.2458323,955.0966
17.6708336,78.25416563,25.068342
17.6708336,78.26249897,33.247887
17.6708336,78.2708323,187.60876
17.6708336,78.28749897,123.77397
17.6708336,78.2958323,525.75854
17.6708336,78.3458323,56.752743
17.6708336,78.35416563,133.4606
17.6708336,78.36249897,259.4285
17.6708336,78.3708323,1698.5726
17.6708336,78.37916563,1523.5688
17.6708336,78.38749897,371.1496
17.6708336,78.3958323,267.45615
17.6708336,78.41249897,58.815235
17.6708336,78.4208323,77.113815
17.6708336,78.42916563,427.11823
17.6708336,78.43749897,776.3274
17.6708336,78.4458323,570.01855
17.6708336,78.45416563,807.7869
17.6708336,78.46249897,822.5779
17.6708336,78.4708323,2963.8323
17.6708336,78.47916563,68.28358
17.6708336,78.48749897,924.42285
17.6708336,78.4958323,881.38635
17.6708336,78.50416563,277.55536
17.6708336,78.51249897,190.22725
17.6708336,78.5208323,156.06601
17.6708336,78.52916563,565.65045
17.6708336,78.53749897,11.713785
17.6708336,78.5458323,64.55156
17.6708336,78.56249897,155.46692
17.6708336,78.5708323,142.17938
17.6708336,78.57916563,489.24707
17.6708336,78.58749897,491.32404
17.6708336,78.5958323,4019.69
17.6708336,78.60416563,751.5228
17.6708336,78.61249897,192.70346
17.6708336,78.6208323,629.99603
17.6708336,78.62916563,548.82465
17.6708336,78.63749897,295.00943
17.6708336,78.6458323,37.259037
17.6708336,78.65416563,412.2872
17.6708336,78.66249897,430.0042
17.6708336,78.6708323,142.32466
17.6708336,78.67916563,287.186
17.6708336,78.68749897,277.46484
17.6708336,78.6958323,213.25563
17.66250027,78.2208323,52.435505
17.66250027,78.22916563,37.30739
17.66250027,78.2458323,7.48E-10
17.66250027,78.25416563,3.8637424
17.66250027,78.26249897,114.85697
17.66250027,78.2708323,264.02014
17.66250027,78.27916563,352.7184
17.66250027,78.28749897,307.34085
17.66250027,78.2958323,124.217896
17.66250027,78.30416563,4.2149906
17.66250027,78.3458323,637.4454
17.66250027,78.35416563,2051.3628
17.66250027,78.36249897,2413.4453
17.66250027,78.3708323,6823.0786
17.66250027,78.37916563,1848.176
17.66250027,78.38749897,0.70626736
17.66250027,78.3958323,151.9301
17.66250027,78.41249897,163.53227
17.66250027,78.4208323,319.8716
17.66250027,78.42916563,454.01532
17.66250027,78.43749897,693.93304
17.66250027,78.4458323,80.5413
17.66250027,78.45416563,412.55417
17.66250027,78.46249897,283.1809
17.66250027,78.4708323,740.96436
17.66250027,78.47916563,73.63425
17.66250027,78.48749897,622.48236
17.66250027,78.4958323,639.4446
17.66250027,78.50416563,927.70245
17.66250027,78.51249897,336.22336
17.66250027,78.5208323,1208.359
17.66250027,78.52916563,976.3348
17.66250027,78.53749897,171.75174
17.66250027,78.5458323,393.92776
17.66250027,78.55416563,186.72789
17.66250027,78.56249897,90.494354
17.66250027,78.5708323,414.9551
17.66250027,78.57916563,581.3771
17.66250027,78.58749897,1901.7892
17.66250027,78.5958323,2006.8611
17.66250027,78.60416563,3122.1443
17.66250027,78.61249897,2294.032
17.66250027,78.6208323,3355.0986
17.66250027,78.62916563,566.4084
17.66250027,78.63749897,1060.0737
17.66250027,78.6458323,170.76442
17.66250027,78.65416563,151.67896
17.66250027,78.66249897,43.401665
17.66250027,78.6708323,518.6101
17.66250027,78.67916563,227.84723
17.66250027,78.68749897,357.241
17.66250027,78.6958323,920.98773
17.65416693,78.21249897,195.90369
17.65416693,78.2208323,247.5533
17.65416693,78.22916563,104.3743
17.65416693,78.23749897,1286.262
17.65416693,78.2458323,239.02359
17.65416693,78.25416563,470.5343
17.65416693,78.26249897,501.0975
17.65416693,78.2708323,269.58334
17.65416693,78.27916563,194.65613
17.65416693,78.28749897,280.6503
17.65416693,78.2958323,280.05923
17.65416693,78.30416563,519.39813
17.65416693,78.31249897,5.1918
17.65416693,78.3458323,0.839556
17.65416693,78.35416563,4252.7515
17.65416693,78.36249897,2079.4685
17.65416693,78.3708323,3335.381
17.65416693,78.37916563,374.16016
17.65416693,78.38749897,343.69455
17.65416693,78.3958323,1691.4163
17.65416693,78.40416563,138.42398
17.65416693,78.41249897,203.53827
17.65416693,78.4208323,691.9168
17.65416693,78.42916563,659.6158
17.65416693,78.43749897,328.11505
17.65416693,78.4458323,1455.8553
17.65416693,78.45416563,352.1272
17.65416693,78.46249897,170.58192
17.65416693,78.4708323,297.71848
17.65416693,78.47916563,189.55835
17.65416693,78.48749897,1181.111
17.65416693,78.4958323,502.14114
17.65416693,78.50416563,252.70064
17.65416693,78.51249897,437.76425
17.65416693,78.5208323,706.02246
17.65416693,78.52916563,963.0872
17.65416693,78.53749897,224.1872
17.65416693,78.5458323,286.77774
17.65416693,78.55416563,143.11688
17.65416693,78.56249897,239.26968
17.65416693,78.5708323,36.76581
17.65416693,78.57916563,19.81791
17.65416693,78.58749897,793.55273
17.65416693,78.5958323,2004.4299
17.65416693,78.60416563,691.59973
17.65416693,78.61249897,1230.2693
17.65416693,78.6208323,1080.3298
17.65416693,78.62916563,121.791565
17.65416693,78.63749897,1804.7362
17.65416693,78.6458323,369.58224
17.65416693,78.65416563,169.18033
17.65416693,78.66249897,3.5325868
17.65416693,78.6708323,142.38808
17.65416693,78.67916563,724.8654
17.65416693,78.68749897,1368.0724
17.65416693,78.6958323,348.12943
17.6458336,78.20416563,69.00953
17.6458336,78.21249897,80.53696
17.6458336,78.2208323,123.72374
17.6458336,78.22916563,39.912067
17.6458336,78.23749897,722.1094
17.6458336,78.2458323,84.64171
17.6458336,78.25416563,35.875683
17.6458336,78.26249897,74.51363
17.6458336,78.2708323,18.30821
17.6458336,78.27916563,142.92287
17.6458336,78.28749897,91.593254
17.6458336,78.2958323,85.97042
17.6458336,78.30416563,59.86682
17.6458336,78.31249897,215.67271
17.6458336,78.3208323,34.82455
17.6458336,78.33749897,5.45E-10
17.6458336,78.3458323,130.83781
17.6458336,78.35416563,454.05106
17.6458336,78.36249897,90.44675
17.6458336,78.3708323,560.0183
17.6458336,78.37916563,369.15936
17.6458336,78.38749897,537.0753
17.6458336,78.3958323,750.05725
17.6458336,78.40416563,951.22504
17.6458336,78.41249897,318.2572
17.6458336,78.4208323,538.9064
17.6458336,78.42916563,815.3751
17.6458336,78.43749897,436.0247
17.6458336,78.4458323,544.1807
17.6458336,78.45416563,991.7136
17.6458336,78.46249897,44.027912
17.6458336,78.4708323,465.61755
17.6458336,78.47916563,647.0984
17.6458336,78.48749897,4891.872
17.6458336,78.4958323,2692.439
17.6458336,78.50416563,326.56064
17.6458336,78.51249897,277.2772
17.6458336,78.5208323,836.9362
17.6458336,78.52916563,59.943024
17.6458336,78.53749897,428.67123
17.6458336,78.5458323,1315.3889
17.6458336,78.55416563,792.0425
17.6458336,78.56249897,180.66225
17.6458336,78.5708323,1.54E-09
17.6458336,78.57916563,121.61911
17.6458336,78.58749897,400.25653
17.6458336,78.5958323,414.44867
17.6458336,78.60416563,182.197
17.6458336,78.61249897,222.54237
17.6458336,78.6208323,40.280556
17.6458336,78.62916563,746.2386
17.6458336,78.63749897,116.66026
17.6458336,78.6458323,143.27397
17.6458336,78.65416563,292.8335
17.6458336,78.66249897,244.81389
17.6458336,78.6708323,302.20914
17.6458336,78.67916563,115.81093
17.6458336,78.68749897,458.1621
17.6458336,78.6958323,7.9434457
17.63750027,78.20416563,129.4011
17.63750027,78.21249897,144.88622
17.63750027,78.2208323,34.033962
17.63750027,78.22916563,185.03206
17.63750027,78.23749897,82.08559
17.63750027,78.2458323,77.65939
17.63750027,78.25416563,132.58763
17.63750027,78.26249897,25.461033
17.63750027,78.2708323,71.38406
17.63750027,78.27916563,750.98047
17.63750027,78.28749897,743.8788
17.63750027,78.2958323,67.347595
17.63750027,78.30416563,268.53986
17.63750027,78.31249897,487.28986
17.63750027,78.3208323,164.67699
17.63750027,78.32916563,494.0117
17.63750027,78.33749897,268.18915
17.63750027,78.35416563,62.55041
17.63750027,78.36249897,75.17589
17.63750027,78.3708323,392.1427
17.63750027,78.37916563,1948.5033
17.63750027,78.38749897,199.41974
17.63750027,78.3958323,146.11487
17.63750027,78.40416563,1590.8729
17.63750027,78.41249897,388.3376
17.63750027,78.4208323,370.3206
17.63750027,78.42916563,243.0789
17.63750027,78.43749897,361.3509
17.63750027,78.4458323,496.9311
17.63750027,78.45416563,822.77826
17.63750027,78.46249897,285.9972
17.63750027,78.4708323,3128.4597
17.63750027,78.47916563,5658.5874
17.63750027,78.48749897,8862.333
17.63750027,78.4958323,1732.6699
17.63750027,78.50416563,383.78317
17.63750027,78.51249897,396.94315
17.63750027,78.5208323,603.2038
17.63750027,78.52916563,548.9501
17.63750027,78.53749897,2472.8423
17.63750027,78.5458323,1255.9141
17.63750027,78.55416563,940.1613
17.63750027,78.56249897,188.48724
17.63750027,78.5708323,251.61566
17.63750027,78.57916563,434.42758
17.63750027,78.58749897,1655.727
17.63750027,78.5958323,472.97998
17.63750027,78.60416563,1005.0638
17.63750027,78.61249897,869.7929
17.63750027,78.6208323,241.27553
17.63750027,78.62916563,354.2011
17.63750027,78.63749897,68.88763
17.63750027,78.6458323,239.23141
17.63750027,78.65416563,1526.4568
17.63750027,78.66249897,618.7477
17.63750027,78.6708323,686.85333
17.63750027,78.67916563,86.58729
17.63750027,78.68749897,654.78613
17.63750027,78.6958323,152.04202
17.62916693,78.20416563,93.48494
17.62916693,78.21249897,250.52225
17.62916693,78.2208323,208.34132
17.62916693,78.22916563,460.2341
17.62916693,78.23749897,63.493427
17.62916693,78.2458323,920.66974
17.62916693,78.25416563,39.437695
17.62916693,78.26249897,44.523346
17.62916693,78.2708323,121.2102
17.62916693,78.27916563,681.54047
17.62916693,78.28749897,216.99115
17.62916693,78.2958323,200.2203
17.62916693,78.30416563,274.1318
17.62916693,78.31249897,401.32495
17.62916693,78.3208323,385.04233
17.62916693,78.32916563,1746.864
17.62916693,78.33749897,643.12103
17.62916693,78.3458323,103.45394
17.62916693,78.35416563,903.6404
17.62916693,78.36249897,304.3963
17.62916693,78.3708323,441.51617
17.62916693,78.37916563,3589.6167
17.62916693,78.38749897,570.5283
17.62916693,78.3958323,244.79065
17.62916693,78.40416563,264.00552
17.62916693,78.41249897,144.559
17.62916693,78.4208323,370.11374
17.62916693,78.42916563,298.75967
17.62916693,78.43749897,221.93343
17.62916693,78.4458323,1888.5449
17.62916693,78.45416563,757.7432
17.62916693,78.46249897,120.305824
17.62916693,78.4708323,1330.7509
17.62916693,78.47916563,7850.9307
17.62916693,78.48749897,7488.2
17.62916693,78.4958323,809.90643
17.62916693,78.50416563,2137.4365
17.62916693,78.51249897,2984.2869
17.62916693,78.5208323,2213.9548
17.62916693,78.52916563,868.3855
17.62916693,78.53749897,1732.0876
17.62916693,78.5458323,177.14581
17.62916693,78.55416563,595.38025
17.62916693,78.56249897,1302.5736
17.62916693,78.5708323,3471.0876
17.62916693,78.57916563,1950.5375
17.62916693,78.58749897,1688.482
17.62916693,78.5958323,1944.3336
17.62916693,78.60416563,1572.3114
17.62916693,78.61249897,1799.3793
17.62916693,78.6208323,1598.5868
17.62916693,78.62916563,1144.064
17.62916693,78.63749897,432.23203
17.62916693,78.6458323,591.2732
17.62916693,78.65416563,415.62164
17.62916693,78.66249897,92.324165
17.62916693,78.6708323,226.39377
17.62916693,78.67916563,414.01566
17.62916693,78.68749897,104.61189
17.62916693,78.6958323,48.77812
17.6208336,78.20416563,47.90926
17.6208336,78.21249897,823.8758
17.6208336,78.2208323,737.88727
17.6208336,78.22916563,144.82721
17.6208336,78.23749897,142.17091
17.6208336,78.2458323,261.37466
17.6208336,78.25416563,227.81883
17.6208336,78.26249897,239.58426
17.6208336,78.2708323,86.11723
17.6208336,78.27916563,193.68443
17.6208336,78.28749897,292.43417
17.6208336,78.2958323,175.8115
17.6208336,78.30416563,68.494194
17.6208336,78.31249897,337.6579
17.6208336,78.3208323,339.4961
17.6208336,78.32916563,562.4969
17.6208336,78.33749897,387.20148
17.6208336,78.3458323,283.68582
17.6208336,78.35416563,1184.1035
17.6208336,78.36249897,476.65433
17.6208336,78.3708323,548.88116
17.6208336,78.37916563,923.3444
17.6208336,78.38749897,2242.7205
17.6208336,78.3958323,452.769
17.6208336,78.40416563,153.47607
17.6208336,78.41249897,729.95807
17.6208336,78.4208323,78.9208
17.6208336,78.42916563,626.3763
17.6208336,78.43749897,131.33356
17.6208336,78.4458323,110.09743
17.6208336,78.45416563,597.98474
17.6208336,78.46249897,201.29
17.6208336,78.4708323,126.38057
17.6208336,78.47916563,200.92352
17.6208336,78.48749897,3170.2258
17.6208336,78.4958323,2713.1426
17.6208336,78.50416563,747.0502
17.6208336,78.51249897,837.4263
17.6208336,78.5208323,1373.3514
17.6208336,78.52916563,2613.0217
17.6208336,78.53749897,320.15942
17.6208336,78.5458323,886.2702
17.6208336,78.55416563,230.68706
17.6208336,78.56249897,1134.5923
17.6208336,78.5708323,3922.1926
17.6208336,78.57916563,1267.9034
17.6208336,78.58749897,826.7837
17.6208336,78.5958323,2382.6414
17.6208336,78.60416563,941.8519
17.6208336,78.61249897,401.2411
17.6208336,78.6208323,673.9155
17.6208336,78.62916563,631.8082
17.6208336,78.63749897,134.4847
17.6208336,78.6458323,102.17593
17.6208336,78.65416563,445.6494
17.6208336,78.66249897,1342.8374
17.6208336,78.6708323,353.58026
17.6208336,78.67916563,1827.3313
17.6208336,78.68749897,78.06826
17.6208336,78.6958323,214.4359
17.61250027,78.20416563,132.4557
17.61250027,78.21249897,200.88165
17.61250027,78.2208323,449.17578
17.61250027,78.22916563,257.09045
17.61250027,78.23749897,50.530758
17.61250027,78.2458323,545.6534
17.61250027,78.25416563,99.20048
17.61250027,78.26249897,82.128174
17.61250027,78.2708323,798.8781
17.61250027,78.27916563,431.94058
17.61250027,78.28749897,78.34213
17.61250027,78.2958323,86.11215
17.61250027,78.30416563,16.059101
17.61250027,78.31249897,169.48366
17.61250027,78.3208323,75.997375
17.61250027,78.32916563,49.726532
17.61250027,78.33749897,74.31334
17.61250027,78.3458323,178.31882
17.61250027,78.35416563,89.33969
17.61250027,78.36249897,377.96802
17.61250027,78.3708323,325.0191
17.61250027,78.37916563,407.45663
17.61250027,78.38749897,4369.0137
17.61250027,78.3958323,1257.3337
17.61250027,78.40416563,216.23482
17.61250027,78.41249897,2534.3608
17.61250027,78.4208323,450.27396
17.61250027,78.42916563,339.4644
17.61250027,78.43749897,300.3317
17.61250027,78.4458323,282.7159
17.61250027,78.45416563,831.36884
17.61250027,78.46249897,895.6151
17.61250027,78.4708323,2561.2676
17.61250027,78.47916563,668.7807
17.61250027,78.48749897,5560.7207
17.61250027,78.4958323,3862.331
17.61250027,78.50416563,180.15173
17.61250027,78.51249897,852.44885
17.61250027,78.5208323,764.1774
17.61250027,78.52916563,507.27432
17.61250027,78.53749897,758.653
17.61250027,78.5458323,359.00827
17.61250027,78.55416563,109.33517
17.61250027,78.56249897,2.1176102
17.61250027,78.5708323,994.13385
17.61250027,78.57916563,366.37994
17.61250027,78.58749897,32.5258
17.61250027,78.5958323,293.74545
17.61250027,78.60416563,114.42835
17.61250027,78.61249897,453.6215
17.61250027,78.6208323,428.58395
17.61250027,78.62916563,47.339775
17.61250027,78.63749897,106.44311
17.61250027,78.6458323,549.77783
17.61250027,78.65416563,560.0098
17.61250027,78.66249897,189.6519
17.61250027,78.6708323,472.28265
17.61250027,78.67916563,723.87805
17.61250027,78.68749897,294.96622
17.61250027,78.6958323,451.66428
17.60416693,78.20416563,17.602316
17.60416693,78.21249897,38.40496
17.60416693,78.2208323,123.88789
17.60416693,78.22916563,91.85466
17.60416693,78.23749897,371.15485
17.60416693,78.2458323,1188.9971
17.60416693,78.25416563,184.32143
17.60416693,78.26249897,336.87805
17.60416693,78.2708323,211.10585
17.60416693,78.27916563,224.89194
17.60416693,78.28749897,86.42969
17.60416693,78.2958323,110.3316
17.60416693,78.30416563,1144.3462
17.60416693,78.31249897,113.982124
17.60416693,78.3208323,272.10907
17.60416693,78.32916563,245.57806
17.60416693,78.33749897,13.610904
17.60416693,78.3458323,12.561789
17.60416693,78.35416563,11.986227
17.60416693,78.36249897,31.794369
17.60416693,78.3708323,1978.6696
17.60416693,78.37916563,2831.7942
17.60416693,78.38749897,3353.1687
17.60416693,78.3958323,3906.6877
17.60416693,78.40416563,1871.6259
17.60416693,78.41249897,3913.0276
17.60416693,78.4208323,644.2465
17.60416693,78.42916563,689.6227
17.60416693,78.43749897,670.9698
17.60416693,78.4458323,606.0507
17.60416693,78.45416563,1908.4583
17.60416693,78.46249897,571.9416
17.60416693,78.4708323,1190.4297
17.60416693,78.47916563,2203.9448
17.60416693,78.48749897,3082.4636
17.60416693,78.4958323,1051.5952
17.60416693,78.50416563,25.299427
17.60416693,78.51249897,492.04407
17.60416693,78.5208323,1445.3611
17.60416693,78.52916563,451.59738
17.60416693,78.53749897,806.7949
17.60416693,78.5458323,1304.8212
17.60416693,78.55416563,534.42847
17.60416693,78.56249897,334.71573
17.60416693,78.5708323,1108.2955
17.60416693,78.57916563,40.947865
17.60416693,78.58749897,213.55162
17.60416693,78.5958323,374.0921
17.60416693,78.60416563,728.51874
17.60416693,78.61249897,534.35443
17.60416693,78.6208323,267.1733
17.60416693,78.62916563,1543.0663
17.60416693,78.63749897,351.3806
17.60416693,78.6458323,218.0676
17.60416693,78.65416563,360.95694
17.60416693,78.66249897,333.02545
17.60416693,78.6708323,35.316063
17.60416693,78.67916563,103.68739
17.60416693,78.68749897,82.67569
17.60416693,78.6958323,190.84203
17.5958336,78.20416563,5.971239
17.5958336,78.2208323,103.299385
17.5958336,78.22916563,2.72218
17.5958336,78.23749897,1290.1072
17.5958336,78.2458323,469.01764
17.5958336,78.25416563,134.79735
17.5958336,78.26249897,293.13342
17.5958336,78.2708323,244.11113
17.5958336,78.27916563,394.7898
17.5958336,78.28749897,144.51587
17.5958336,78.2958323,82.193985
17.5958336,78.30416563,391.06586
17.5958336,78.31249897,17.265532
17.5958336,78.3208323,328.47403
17.5958336,78.32916563,932.86066
17.5958336,78.33749897,485.97104
17.5958336,78.3458323,209.15791
17.5958336,78.35416563,577.68
17.5958336,78.36249897,631.05695
17.5958336,78.3708323,2916.712
17.5958336,78.37916563,6651.2456
17.5958336,78.38749897,3889.7734
17.5958336,78.3958323,2199.4568
17.5958336,78.40416563,2541.235
17.5958336,78.41249897,2507.7637
17.5958336,78.4208323,1660.7968
17.5958336,78.42916563,971.62195
17.5958336,78.43749897,634.7408
17.5958336,78.4458323,1009.17865
17.5958336,78.45416563,1847.8162
17.5958336,78.46249897,690.2426
17.5958336,78.4708323,1487.4127
17.5958336,78.47916563,2426.4875
17.5958336,78.48749897,2702.804
17.5958336,78.4958323,1796.4
17.5958336,78.50416563,980.7966
17.5958336,78.51249897,848.3153
17.5958336,78.5208323,1978.2653
17.5958336,78.52916563,889.7199
17.5958336,78.53749897,58.25111
17.5958336,78.5458323,1075.3041
17.5958336,78.55416563,1113.8931
17.5958336,78.56249897,388.19153
17.5958336,78.5708323,4374.214
17.5958336,78.57916563,1645.8379
17.5958336,78.58749897,463.12744
17.5958336,78.5958323,998.00305
17.5958336,78.60416563,1690.4973
17.5958336,78.61249897,1106.4156
17.5958336,78.6208323,488.60306
17.5958336,78.62916563,677.9285
17.5958336,78.63749897,423.55887
17.5958336,78.6458323,405.15262
17.5958336,78.65416563,62.52475
17.5958336,78.66249897,381.12796
17.5958336,78.6708323,194.99983
17.5958336,78.67916563,211.28687
17.5958336,78.68749897,359.11838
17.5958336,78.6958323,626.1843
17.58750027,78.20416563,741.3337
17.58750027,78.21249897,26.85776
17.58750027,78.2208323,42.821507
17.58750027,78.22916563,62.60566
17.58750027,78.23749897,81.1652
17.58750027,78.2458323,292.75888
17.58750027,78.25416563,300.54633
17.58750027,78.26249897,510.89966
17.58750027,78.2708323,143.81776
17.58750027,78.27916563,169.71608
17.58750027,78.28749897,211.71411
17.58750027,78.2958323,187.44975
17.58750027,78.30416563,123.870445
17.58750027,78.31249897,1293.6385
17.58750027,78.3208323,381.54333
17.58750027,78.32916563,853.2461
17.58750027,78.33749897,155.33449
17.58750027,78.3458323,12.962538
17.58750027,78.35416563,211.93753
17.58750027,78.36249897,126.958336
17.58750027,78.3708323,1631.8938
17.58750027,78.37916563,5127.4863
17.58750027,78.38749897,974.8022
17.58750027,78.3958323,536.22894
17.58750027,78.40416563,974.1441
17.58750027,78.41249897,4299.596
17.58750027,78.4208323,3305.4998
17.58750027,78.42916563,2647.254
17.58750027,78.43749897,1562.9105
17.58750027,78.4458323,1689.7805
17.58750027,78.45416563,703.3845
17.58750027,78.46249897,234.07526
17.58750027,78.4708323,2547.0518
17.58750027,78.47916563,3613.4092
17.58750027,78.48749897,2272.9438
17.58750027,78.4958323,3202.427
17.58750027,78.50416563,1953.3127
17.58750027,78.51249897,425.102
17.58750027,78.5208323,1078.539
17.58750027,78.52916563,790.9706
17.58750027,78.53749897,490.00397
17.58750027,78.5458323,26.778193
17.58750027,78.55416563,48.253563
17.58750027,78.56249897,646.39105
17.58750027,78.5708323,2229.8843
17.58750027,78.57916563,1267.9183
17.58750027,78.58749897,206.616
17.58750027,78.5958323,821.2794
17.58750027,78.60416563,575.5591
17.58750027,78.61249897,356.94888
17.58750027,78.6208323,404.99408
17.58750027,78.62916563,1374.2042
17.58750027,78.63749897,46.302303
17.58750027,78.6458323,1.84E-10
17.58750027,78.6708323,3.4385571
17.58750027,78.67916563,24.343864
17.58750027,78.68749897,1261.0631
17.58750027,78.6958323,461.82724
17.57916693,78.20416563,582.12476
17.57916693,78.21249897,9.584748
17.57916693,78.2208323,36.17797
17.57916693,78.22916563,3.327121
17.57916693,78.23749897,66.09812
17.57916693,78.2458323,452.8615
17.57916693,78.25416563,580.9275
17.57916693,78.26249897,383.50958
17.57916693,78.2708323,73.39529
